Image,Latitude,Longitude,Confidence,Top Left,Bottom Left,Bottom Right,Top Right,Ice Chunk Area
JHI_FullSurvey_75m_Flight_01_00061.JPG,58.84788767516667,-137.1136051617222,0.844853401184082,"(2103,1623)","(2103,1715)","(2129,1715)","(2129,1623)",0
JHI_FullSurvey_75m_Flight_01_00062.JPG,58.848099883083336,-137.11330834469445,0.9552854299545288,"(1839,1310)","(1839,1414)","(1946,1414)","(1946,1310)",42374.5
JHI_FullSurvey_75m_Flight_01_00062.JPG,58.848099883083336,-137.11330834469445,0.8682131767272949,"(1889,1374)","(1889,1429)","(1939,1429)","(1939,1374)",42374.5
JHI_FullSurvey_75m_Flight_01_00062.JPG,58.848099883083336,-137.11330834469445,0.9105513095855712,"(2077,3759)","(2077,3850)","(2113,3850)","(2113,3759)",0
JHI_FullSurvey_75m_Flight_01_00063.JPG,58.84832155780556,-137.11299677766667,0.9303642511367798,"(3853,321)","(3853,389)","(3912,389)","(3912,321)",25578.5
JHI_FullSurvey_75m_Flight_01_00063.JPG,58.84832155780556,-137.11299677766667,0.8924120664596558,"(3857,353)","(3857,410)","(3950,410)","(3950,353)",25578.5
JHI_FullSurvey_75m_Flight_01_00063.JPG,58.84832155780556,-137.11299677766667,0.9561410546302797,"(1764,3564)","(1764,3666)","(1870,3666)","(1870,3564)",41188.0
JHI_FullSurvey_75m_Flight_01_00063.JPG,58.84832155780556,-137.11299677766667,0.8877055644989014,"(1811,3628)","(1811,3680)","(1862,3680)","(1862,3628)",41188.0
JHI_FullSurvey_75m_Flight_01_00064.JPG,58.84853540672223,-137.11269874080554,0.9442300796508788,"(3956,2568)","(3956,2632)","(4016,2632)","(4016,2568)",25514.0
JHI_FullSurvey_75m_Flight_01_00064.JPG,58.84853540672223,-137.11269874080554,0.9388229846954346,"(3955,2599)","(3955,2661)","(4054,2661)","(4054,2599)",25514.0
JHI_FullSurvey_75m_Flight_01_00067.JPG,58.84918449141667,-137.11178651227775,0.8993445038795471,"(4947,474)","(4947,533)","(5039,533)","(5039,474)",0
JHI_FullSurvey_75m_Flight_01_00067.JPG,58.84918449141667,-137.11178651227775,0.9247515201568604,"(5118,541)","(5118,590)","(5205,590)","(5205,541)",0
JHI_FullSurvey_75m_Flight_01_00068.JPG,58.84939950580556,-137.11148547641668,0.8905229568481445,"(4949,2647)","(4949,2692)","(5031,2692)","(5031,2647)",0
JHI_FullSurvey_75m_Flight_01_00068.JPG,58.84939950580556,-137.11148547641668,0.8415327668190002,"(5076,2718)","(5076,2752)","(5160,2752)","(5160,2718)",0
JHI_FullSurvey_75m_Flight_01_00151.JPG,58.85151298188889,-137.10662155005554,0.92695552110672,"(5393,207)","(5393,274)","(5456,274)","(5456,207)",20328.0
JHI_FullSurvey_75m_Flight_01_00151.JPG,58.85151298188889,-137.10662155005554,0.9430021643638612,"(5379,253)","(5379,320)","(5492,320)","(5492,253)",20328.0
JHI_FullSurvey_75m_Flight_01_00151.JPG,58.85151298188889,-137.10662155005554,0.9370216727256776,"(864,3744)","(864,3807)","(927,3807)","(927,3744)",26557.5
JHI_FullSurvey_75m_Flight_01_00151.JPG,58.85151298188889,-137.10662155005554,0.924721658229828,"(815,3703)","(815,3758)","(928,3758)","(928,3703)",26557.5
JHI_FullSurvey_75m_Flight_01_00151.JPG,58.85151298188889,-137.10662155005554,0.9402508735656738,"(911,3721)","(911,3810)","(990,3810)","(990,3721)",26557.5
JHI_FullSurvey_75m_Flight_01_00152.JPG,58.85129610461112,-137.10693084272222,0.9503739476203918,"(860,1887)","(860,1976)","(937,1976)","(937,1887)",7818.0
JHI_FullSurvey_75m_Flight_01_00152.JPG,58.85129610461112,-137.10693084272222,0.8523287773132324,"(972,1871)","(972,1965)","(1015,1965)","(1015,1871)",10837.5
JHI_FullSurvey_75m_Flight_01_00152.JPG,58.85129610461112,-137.10693084272222,0.932944655418396,"(5377,2434)","(5377,2501)","(5441,2501)","(5441,2434)",20234.5
JHI_FullSurvey_75m_Flight_01_00152.JPG,58.85129610461112,-137.10693084272222,0.9432405829429626,"(5363,2485)","(5363,2543)","(5475,2543)","(5475,2485)",20234.5
JHI_FullSurvey_75m_Flight_01_00257.JPG,58.85231794272222,-137.1017075269722,0.9393893480300904,"(3460,254)","(3460,349)","(3519,349)","(3519,254)",21950.0
JHI_FullSurvey_75m_Flight_01_00257.JPG,58.85231794272222,-137.1017075269722,0.9574174284934998,"(3519,223)","(3519,337)","(3609,337)","(3609,223)",21950.0
JHI_FullSurvey_75m_Flight_01_00257.JPG,58.85231794272222,-137.1017075269722,0.9337484836578368,"(610,900)","(610,997)","(675,997)","(675,900)",17330.5
JHI_FullSurvey_75m_Flight_01_00257.JPG,58.85231794272222,-137.1017075269722,0.906607985496521,"(2197,868)","(2197,912)","(2300,912)","(2300,868)",24447.5
JHI_FullSurvey_75m_Flight_01_00257.JPG,58.85231794272222,-137.1017075269722,0.9456897974014282,"(2646,701)","(2646,759)","(2749,759)","(2749,701)",32947.5
JHI_FullSurvey_75m_Flight_01_00257.JPG,58.85231794272222,-137.1017075269722,0.8899179100990295,"(2708,739)","(2708,772)","(2772,772)","(2772,739)",32947.5
JHI_FullSurvey_75m_Flight_01_00257.JPG,58.85231794272222,-137.1017075269722,0.7316012382507324,"(618,904)","(618,973)","(639,973)","(639,904)",17330.5
JHI_FullSurvey_75m_Flight_01_00257.JPG,58.85231794272222,-137.1017075269722,0.9321802258491516,"(2145,1615)","(2145,1673)","(2205,1673)","(2205,1615)",22291.0
JHI_FullSurvey_75m_Flight_01_00257.JPG,58.85231794272222,-137.1017075269722,0.8611244559288025,"(2117,1611)","(2117,1692)","(2151,1692)","(2151,1611)",22291.0
JHI_FullSurvey_75m_Flight_01_00257.JPG,58.85231794272222,-137.1017075269722,0.9665778279304504,"(1988,2744)","(1988,2858)","(2083,2858)","(2083,2744)",29693.5
JHI_FullSurvey_75m_Flight_01_00257.JPG,58.85231794272222,-137.1017075269722,0.9143196940422058,"(2034,2755)","(2034,2806)","(2105,2806)","(2105,2755)",29693.5
JHI_FullSurvey_75m_Flight_01_00257.JPG,58.85231794272222,-137.1017075269722,0.9396713972091676,"(4529,2726)","(4529,2814)","(4646,2814)","(4646,2726)",24701.0
JHI_FullSurvey_75m_Flight_01_00258.JPG,58.85209893363889,-137.1020064339722,0.963469624519348,"(3761,2472)","(3761,2579)","(3846,2579)","(3846,2472)",22098.0
JHI_FullSurvey_75m_Flight_01_00258.JPG,58.85209893363889,-137.1020064339722,0.9310109615325928,"(3698,2499)","(3698,2593)","(3760,2593)","(3760,2499)",22098.0
JHI_FullSurvey_75m_Flight_01_00258.JPG,58.85209893363889,-137.1020064339722,0.938914120197296,"(930,3173)","(930,3263)","(994,3263)","(994,3173)",16778.5
JHI_FullSurvey_75m_Flight_01_00258.JPG,58.85209893363889,-137.1020064339722,0.9342401027679444,"(2466,3118)","(2466,3181)","(2579,3181)","(2579,3118)",23669.5
JHI_FullSurvey_75m_Flight_01_00258.JPG,58.85209893363889,-137.1020064339722,0.9420305490493774,"(2901,2957)","(2901,3015)","(3003,3015)","(3003,2957)",32474.5
JHI_FullSurvey_75m_Flight_01_00258.JPG,58.85209893363889,-137.1020064339722,0.8780220150947571,"(2964,2997)","(2964,3023)","(3025,3023)","(3025,2997)",32474.5
JHI_FullSurvey_75m_Flight_01_00258.JPG,58.85209893363889,-137.1020064339722,0.722503662109375,"(939,3176)","(939,3239)","(959,3239)","(959,3176)",16778.5
JHI_FullSurvey_75m_Flight_01_00258.JPG,58.85209893363889,-137.1020064339722,0.9318740367889404,"(2438,3859)","(2438,3911)","(2495,3911)","(2495,3859)",21471.5
JHI_FullSurvey_75m_Flight_01_00258.JPG,58.85209893363889,-137.1020064339722,0.8484141230583191,"(2411,3849)","(2411,3936)","(2444,3936)","(2444,3849)",21471.5
JHI_FullSurvey_75m_Flight_01_00310.JPG,58.850553963416665,-137.10229613544445,0.9590126276016236,"(1394,861)","(1394,979)","(1496,979)","(1496,861)",15212.5
JHI_FullSurvey_75m_Flight_01_00310.JPG,58.850553963416665,-137.10229613544445,0.8283550143241882,"(3903,1357)","(3903,1393)","(3923,1393)","(3923,1357)",0
JHI_FullSurvey_75m_Flight_01_00310.JPG,58.850553963416665,-137.10229613544445,0.8414981961250305,"(4547,1270)","(4547,1307)","(4575,1307)","(4575,1270)",0
JHI_FullSurvey_75m_Flight_01_00310.JPG,58.850553963416665,-137.10229613544445,0.939613163471222,"(192,2768)","(192,2852)","(256,2852)","(256,2768)",0
JHI_FullSurvey_75m_Flight_01_00310.JPG,58.850553963416665,-137.10229613544445,0.94965922832489,"(878,2769)","(878,2855)","(946,2855)","(946,2769)",12587.0
JHI_FullSurvey_75m_Flight_01_00310.JPG,58.850553963416665,-137.10229613544445,0.9068092703819276,"(941,2779)","(941,2871)","(983,2871)","(983,2779)",12587.0
JHI_FullSurvey_75m_Flight_01_00310.JPG,58.850553963416665,-137.10229613544445,0.957378625869751,"(2680,2814)","(2680,2907)","(2767,2907)","(2767,2814)",14473.5
JHI_FullSurvey_75m_Flight_01_00310.JPG,58.850553963416665,-137.10229613544445,0.941555380821228,"(1663,3802)","(1663,3879)","(1720,3879)","(1720,3802)",34788.0
JHI_FullSurvey_75m_Flight_01_00310.JPG,58.850553963416665,-137.10229613544445,0.8837026357650757,"(1589,3853)","(1589,3933)","(1621,3933)","(1621,3853)",34788.0
JHI_FullSurvey_75m_Flight_01_00313.JPG,58.85120210625,-137.10137334380556,0.9479947090148926,"(3612,1125)","(3612,1204)","(3661,1204)","(3661,1125)",26983.0
JHI_FullSurvey_75m_Flight_01_00313.JPG,58.85120210625,-137.10137334380556,0.9467753767967224,"(3563,1135)","(3563,1233)","(3633,1233)","(3633,1135)",26983.0
JHI_FullSurvey_75m_Flight_01_00313.JPG,58.85120210625,-137.10137334380556,0.8890294432640076,"(3887,1472)","(3887,1511)","(3954,1511)","(3954,1472)",26853.0
JHI_FullSurvey_75m_Flight_01_00313.JPG,58.85120210625,-137.10137334380556,0.9179838299751282,"(4184,1363)","(4184,1444)","(4222,1444)","(4222,1363)",25407.5
JHI_FullSurvey_75m_Flight_01_00313.JPG,58.85120210625,-137.10137334380556,0.9399377703666688,"(2221,1809)","(2221,1890)","(2323,1890)","(2323,1809)",46324.5
JHI_FullSurvey_75m_Flight_01_00313.JPG,58.85120210625,-137.10137334380556,0.8734623193740845,"(2309,1831)","(2309,1880)","(2367,1880)","(2367,1831)",46324.5
JHI_FullSurvey_75m_Flight_01_00313.JPG,58.85120210625,-137.10137334380556,0.929834485054016,"(1073,1952)","(1073,2029)","(1133,2029)","(1133,1952)",75523.0
JHI_FullSurvey_75m_Flight_01_00313.JPG,58.85120210625,-137.10137334380556,0.9118385910987854,"(1118,1910)","(1118,1999)","(1170,1999)","(1170,1910)",75523.0
JHI_FullSurvey_75m_Flight_01_00317.JPG,58.852066498333336,-137.10016577644444,0.9458854794502258,"(2769,1368)","(2769,1437)","(2854,1437)","(2854,1368)",11651.0
JHI_FullSurvey_75m_Flight_01_00317.JPG,58.852066498333336,-137.10016577644444,0.9448564052581788,"(670,3117)","(670,3217)","(756,3217)","(756,3117)",17552.0
JHI_FullSurvey_75m_Flight_01_00317.JPG,58.852066498333336,-137.10016577644444,0.9188600778579712,"(657,3131)","(657,3188)","(719,3188)","(719,3131)",17552.0
JHI_FullSurvey_75m_Flight_01_00317.JPG,58.852066498333336,-137.10016577644444,0.93732887506485,"(1168,3329)","(1168,3399)","(1255,3399)","(1255,3329)",23552.0
JHI_FullSurvey_75m_Flight_01_00317.JPG,58.852066498333336,-137.10016577644444,0.8806821703910828,"(1070,3391)","(1070,3428)","(1166,3428)","(1166,3391)",23552.0
